player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors
Mohamed Kanno,MF,Saudi Arabia,28-080,1994,3.0,6,2,5,1,0,1,2,50.0,1,3,1,2,2,8,7,0
Mohammed Al-Breik,DF,Saudi Arabia,30-087,1992,0.7,1,0,1,0,0,0,0,,0,2,0,2,1,2,4,0
Mohammed Al-Owais,GK,Saudi Arabia,31-062,1991,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
Mohammed Muntari,FW,Qatar,28-356,1993,0.7,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,2,0
Mohammed Salisu,DF,Ghana,23-238,1999,3.0,2,1,2,0,0,1,1,100.0,0,5,4,1,3,5,17,0
Mohammed Waad,MF,Qatar,23-084,1999,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Moisés Caicedo,MF,Ecuador,21-039,2001,3.0,6,5,2,4,0,0,3,0.0,3,4,0,4,2,8,2,1
Montassar Talbi,DF,Tunisia,24-199,1998,3.0,2,2,1,1,0,0,0,,0,7,1,6,2,4,18,0
Morteza Pouraliganji,DF,IR Iran,30-236,1992,3.0,2,2,0,1,1,1,2,50.0,1,5,3,2,6,8,10,0
Moumi Ngamaleu,FW,Cameroon,28-155,1994,1.1,3,1,2,1,0,1,1,100.0,0,0,0,0,0,3,0,0
Munir,GK,Morocco,33-215,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Musab Kheder,DF,Qatar,29-076,1993,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Na Sang-ho,FW,Korea Republic,26-121,1996,1.3,4,1,0,3,1,1,1,100.0,0,0,0,0,0,4,2,0
Nader Ghandri,DF,Tunisia,27-296,1995,1.0,2,2,2,0,0,1,1,100.0,0,4,4,0,1,3,4,0
Nahuel Molina,DF,Argentina,24-249,1998,4.4,4,2,3,1,0,2,3,66.7,1,6,1,5,2,6,7,0
Nampalys Mendy,MF,Senegal,30-171,1992,3.0,4,4,3,1,0,2,4,50.0,2,4,0,4,3,7,3,0
Nasser Al-Dawsari,FW,Saudi Arabia,23-357,1998,0.1,2,1,2,0,0,0,0,,0,0,0,0,0,2,0,0
Nathan Aké,DF,Netherlands,27-296,1995,5.3,6,3,4,2,0,3,3,100.0,0,3,2,1,8,14,20,0
Nathaniel Atkinson,DF,Australia,23-181,1999,0.9,4,3,3,1,0,4,6,66.7,2,1,1,0,1,5,2,1
Nawaf Al Abed,MF,Saudi Arabia,32-319,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Nayef Aguerd,DF,Morocco,26-256,1996,3.9,4,2,4,0,0,2,2,100.0,0,3,2,1,4,8,12,0
Naïm Sliti,MF,Tunisia,30-137,1992,1.3,3,1,0,2,1,0,1,0.0,1,0,0,0,0,3,1,0
Neco Williams,DF,Wales,21-242,2001,2.3,5,3,3,0,2,3,4,75.0,1,5,1,4,4,9,5,0
Nemanja Gudelj,MF,Serbia,31-025,1991,1.0,2,2,1,0,1,2,2,100.0,0,2,0,2,2,4,1,1
Nemanja Maksimović,MF,Serbia,27-319,1995,1.4,4,2,0,3,1,2,3,66.7,1,3,0,3,3,7,3,0
Nemanja Radonjić,DF,Serbia,26-299,1996,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Neymar,MF,Brazil,30-309,1992,3.1,1,0,0,1,0,0,0,,0,2,0,2,1,2,0,0
Niclas Füllkrug,FW,Germany,29-305,1993,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nico Elvedi,DF,Switzerland,26-072,1996,2.0,2,0,1,0,1,1,3,33.3,2,5,3,2,1,3,13,0
Nico Schlotterbeck,DF,Germany,23-010,1999,1.0,4,3,2,2,0,3,3,100.0,0,2,1,1,1,5,1,0
Nico Williams,FW,Spain,20-152,2002,1.6,4,2,1,2,1,1,1,100.0,0,2,0,2,0,4,0,0
Nicola Zalewski,MF,Poland,20-322,2002,0.7,4,0,4,0,0,2,4,50.0,2,1,0,1,0,4,0,0
Nicolas Jackson,FW,Senegal,21-174,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nicolas Nkoulou,DF,Cameroon,32-259,1990,2.0,2,0,2,0,0,0,2,0.0,2,2,0,2,5,7,8,1
Nicolás De La Cruz,MF,Uruguay,25-193,1997,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Nicolás Otamendi,DF,Argentina,34-302,1988,5.3,9,6,6,3,0,5,7,71.4,2,1,0,1,6,15,18,0
Nicolás Tagliafico,DF,Argentina,30-102,1992,1.8,3,3,1,1,1,3,3,100.0,0,5,1,4,1,4,3,0
Niklas Süle,DF,Germany,27-099,1995,3.0,5,4,4,1,0,3,3,100.0,0,1,1,0,0,5,7,0
Nikola Milenković,DF,Serbia,25-060,1997,3.0,10,5,4,5,1,5,6,83.3,1,6,4,2,6,16,10,1
Nikola Vlašić,FW,Croatia,25-068,1997,1.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Noa Lang,MF,Netherlands,23-177,1999,0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0
Noah Okafor,FW,Switzerland,22-201,2000,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Nouhou Tolo,DF,Cameroon,25-171,1997,3.0,8,5,8,0,0,3,5,60.0,2,5,2,3,6,14,10,0
Noussair Mazraoui,DF,Morocco,25-027,1997,3.6,13,8,8,3,2,8,10,80.0,2,6,1,5,1,14,15,0
Nuno Mendes,DF,Portugal,20-175,2002,0.5,0,0,0,0,0,0,0,,0,1,0,1,2,2,0,0
Néstor Araujo,DF,Mexico,31-104,1991,1.0,1,1,1,0,0,1,1,100.0,0,0,0,0,3,4,1,0
Olivier Giroud,FW,France,36-072,1986,3.5,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,3,0
Olivier Ntcham,MF,Cameroon,26-305,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Orbelín Pineda,MF,Mexico,26-262,1996,0.8,4,3,2,1,1,2,3,66.7,1,2,0,2,0,4,0,0
Osman Bukari,MF,Ghana,23-363,1998,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Otávio,MF,Portugal,27-305,1995,2.2,7,7,1,5,1,3,5,60.0,2,0,0,0,1,8,1,0
Ousmane Dembélé,FW,France,25-210,1997,3.5,8,4,4,1,3,4,4,100.0,0,1,0,1,1,9,0,0
Pablo Sarabia,FW,Spain,30-214,1992,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Paik Seung-ho,MF,Korea Republic,25-269,1997,0.3,3,2,1,2,0,2,2,100.0,0,0,0,0,0,3,0,0
Pape Abou Cissé,DF,Senegal,27-088,1995,1.2,0,0,0,0,0,0,0,,0,2,2,0,2,2,6,0
Pape Gueye,MF,Senegal,23-321,1999,1.7,4,2,0,4,0,2,2,100.0,0,2,0,2,2,6,2,0
Pape Matar Sarr,MF,Senegal,20-088,2002,0.7,3,2,1,2,0,1,1,100.0,0,1,0,1,0,3,2,0
Papu Gómez,MF,Argentina,34-299,1988,1.2,2,0,0,1,1,0,1,0.0,1,1,0,1,1,3,0,0
Pathé Ciss,MF,Senegal,28-270,1994,1.6,3,3,1,2,0,0,2,0.0,2,1,1,0,2,5,4,0
Pau Torres,DF,Spain,25-329,1997,1.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
Pedri,MF,Spain,20-016,2002,4.0,4,2,2,2,0,1,6,16.7,5,5,0,5,4,8,3,0
Pedro,FW,Brazil,25-174,1997,0.7,2,2,2,0,0,1,1,100.0,0,0,0,0,1,3,0,0
Pepe,DF,Portugal,39-288,1983,4.0,5,0,4,1,0,3,4,75.0,1,6,4,2,6,11,11,0
Pervis Estupiñán,DF,Ecuador,24-324,1998,3.0,6,3,4,2,0,2,6,33.3,4,4,1,3,3,9,6,0
Phil Foden,FW,England,22-197,2000,2.9,1,1,0,0,1,0,1,0.0,1,2,0,2,1,2,0,0
Piero Hincapié,DF,Ecuador,20-336,2002,3.0,7,4,5,2,0,2,3,66.7,1,2,0,2,2,9,9,0
Pierre Højbjerg,MF,Denmark,27-128,1995,3.0,4,2,2,2,0,3,6,50.0,3,3,1,2,3,7,6,0
Pierre Kunde,MF,Cameroon,27-138,1995,1.5,4,2,3,1,0,0,2,0.0,2,0,0,0,4,8,4,0
Piotr Zieliński,MF,Poland,28-205,1994,3.6,7,5,3,3,1,1,4,25.0,3,1,0,1,1,8,7,0
Przemysław Frankowski,MF,Poland,27-243,1995,2.7,7,4,4,1,2,2,6,33.3,4,1,1,0,3,10,5,0
Rafael Leão,FW,Portugal,23-184,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Raheem Sterling,FW,England,28-003,1994,1.7,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,0,0
Ramin Rezaeian,DF,IR Iran,32-265,1990,2.0,7,5,5,2,0,3,7,42.9,4,1,0,1,3,10,2,0
Randal Kolo Muani,FW,France,24-006,1998,1.0,4,3,1,1,2,1,1,100.0,0,0,0,0,1,5,1,0
Raphaël Guerreiro,DF,Portugal,28-354,1993,3.1,3,2,2,1,0,1,2,50.0,1,3,0,3,3,6,2,0
Raphaël Varane,DF,France,29-230,1993,3.5,1,0,0,1,0,0,1,0.0,1,3,2,1,4,5,10,0
Raphinha,FW,Brazil,25-362,1996,3.5,8,6,3,2,3,6,8,75.0,2,3,0,3,3,11,0,0
Rasmus Nissen,DF,Denmark,25-153,1997,2.5,8,7,5,3,0,4,8,50.0,4,3,1,2,1,9,7,0
Raúl Jiménez,FW,Mexico,31-220,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Remo Freuler,MF,Switzerland,30-240,1992,3.6,8,5,3,5,0,4,6,66.7,2,3,0,3,3,11,3,1
Renato Steffen,FW,Switzerland,31-038,1991,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ricardo Horta,FW,Portugal,28-087,1994,1.3,2,1,1,0,1,1,1,100.0,0,1,1,0,1,3,0,0
Ricardo Rodríguez,DF,Switzerland,30-108,1992,4.0,7,2,5,2,0,2,3,66.7,1,1,0,1,0,7,8,0
Richarlison,FW,Brazil,25-215,1997,3.6,2,2,0,1,1,0,0,,0,4,0,4,1,3,4,0
Richie Laryea,DF,Canada,27-338,1995,1.8,3,1,1,2,0,2,2,100.0,0,2,1,1,0,3,3,0
Riley McGree,FW,Australia,24-039,1998,2.9,2,1,1,0,1,0,1,0.0,1,5,0,5,5,7,3,0
Ritsu Doan,FW,Japan,24-178,1998,2.4,6,5,1,4,1,1,3,33.3,2,4,1,3,3,9,2,0
Riyadh Sharahili,MF,Saudi Arabia,29-227,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,4,0
Roan Wilson,MF,Costa Rica,20-224,2002,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Robert Lewandowski,FW,Poland,34-112,1988,4.0,2,2,0,2,0,0,3,0.0,3,3,1,2,1,3,8,0
Robert Skov,DF,Denmark,26-205,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Roberto Alvarado,FW,Mexico,24-095,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rodri,DF,Spain,26-172,1996,4.3,5,2,3,1,1,2,2,100.0,0,3,2,1,3,8,9,0
Rodrigo Bentancur,MF,Uruguay,25-169,1997,2.4,9,8,4,4,1,3,3,100.0,0,3,0,3,7,16,5,0
Rodrigo De Paul,MF,Argentina,28-201,1994,4.7,8,4,4,3,1,5,6,83.3,1,7,0,7,7,15,2,0
Rodrygo,MF,Brazil,21-336,2001,2.0,4,1,0,1,3,0,4,0.0,4,6,1,5,2,6,1,0
Rogelio Funes Mori,FW,Mexico,31-281,1991,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Romain Saïss,DF,Morocco,32-260,1990,5.0,5,2,2,2,1,2,5,40.0,3,3,1,2,3,8,30,0
Romario Ibarra,MF,Ecuador,28-078,1994,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
Romelu Lukaku,FW,Belgium,29-212,1993,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Roozbeh Cheshmi,DF,IR Iran,29-140,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,3,0
Ruben Vargas,FW,Switzerland,24-128,1998,3.2,0,0,0,0,0,0,0,,0,2,0,2,1,1,4,0
Rubin Colwill,MF,Wales,20-228,2002,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Ró-Ró,DF,Qatar,32-127,1990,2.9,6,4,3,2,1,1,2,50.0,1,2,0,2,8,14,3,0
Rónald Matarrita,DF,Costa Rica,28-155,1994,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Rúben Dias,DF,Portugal,25-211,1997,4.0,4,4,2,2,0,0,1,0.0,1,2,0,2,3,7,9,0
Rúben Neves,MF,Portugal,25-273,1997,3.0,2,1,0,0,2,0,6,0.0,6,3,1,2,3,5,5,0
Saad Al Sheeb,GK,Qatar,32-295,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sadegh Moharrami,DF,IR Iran,26-285,1996,1.0,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,3,0
Saeid Ezatolahi,MF,IR Iran,26-071,1996,2.4,6,1,1,3,2,2,8,25.0,6,3,0,3,2,8,4,0
Saleh Al-Shehri,FW,Saudi Arabia,29-040,1993,2.5,3,1,0,1,2,0,1,0.0,1,3,1,2,0,3,2,0
Salem Al-Dawsari,MF,Saudi Arabia,31-114,1991,3.0,5,4,3,2,0,1,2,50.0,1,1,0,1,1,6,2,0
Salis Abdul Samed,MF,Ghana,22-260,2000,2.8,2,2,0,2,0,0,1,0.0,1,2,1,1,4,6,8,0
Salman Al-Faraj,MF,Saudi Arabia,33-132,1989,0.5,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0
Sam Adekugbe,DF,Canada,27-329,1995,1.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Saman Ghoddos,MF,IR Iran,29-096,1993,0.5,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Sami Al-Najei,MF,Saudi Arabia,25-307,1997,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Samuel Oum Gouet,MF,Cameroon,24-363,1997,1.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0
Sardar Azmoun,FW,IR Iran,27-344,1995,1.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Saud Abdulhamid,DF,Saudi Arabia,23-146,1999,3.0,5,2,2,2,1,2,2,100.0,0,3,0,3,2,7,6,0
Saša Lukić,MF,Serbia,26-120,1996,2.7,2,0,0,2,0,0,2,0.0,2,2,0,2,1,3,5,1
Sebastian Szymański,MF,Poland,23-215,1999,1.5,6,3,3,2,1,0,1,0.0,1,4,1,3,2,8,1,0
Sebastián Coates,DF,Uruguay,32-065,1990,2.0,1,0,0,1,0,0,0,,0,3,1,2,1,2,6,0
Selim Amallah,MF,Morocco,26-026,1996,3.6,8,5,3,3,2,3,8,37.5,5,4,0,4,6,14,2,0
Serge Gnabry,FW,Germany,27-150,1995,2.9,5,2,1,2,2,4,5,80.0,1,2,0,2,2,7,3,0
Sergej Milinković-Savić,MF,Serbia,27-287,1995,2.6,5,1,2,3,0,3,4,75.0,1,5,2,3,2,7,5,0
Sergio Busquets,MF,Spain,34-148,1988,4.0,7,4,3,3,1,3,5,60.0,2,2,0,2,1,8,1,0
Sergio Rochet,GK,Uruguay,29-263,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Sergiño Dest,DF,United States,22-038,2000,3.4,4,2,2,1,1,2,3,66.7,1,3,0,3,2,6,7,0
Shaquell Moore,DF,United States,26-039,1996,0.2,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,3,0
Shogo Taniguchi,DF,Japan,31-149,1991,2.3,1,0,0,1,0,0,0,,0,2,2,0,1,2,10,0
Shūichi Gonda,GK,Japan,33-283,1989,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Silvan Widmer,DF,Switzerland,29-281,1993,2.9,10,6,9,1,0,6,6,100.0,0,3,0,3,2,12,15,0
Simon Kjær,DF,Denmark,33-260,1989,0.7,0,0,0,0,0,0,0,,0,1,1,0,5,5,2,0
Sofiane Boufal,FW,Morocco,29-085,1993,3.9,8,4,5,3,0,3,6,50.0,3,6,0,6,2,10,0,0
Sofyan Amrabat,MF,Morocco,26-112,1996,5.3,13,8,12,1,0,6,8,75.0,2,2,1,1,6,19,9,0
Son Heung-min,FW,Korea Republic,30-156,1992,4.0,5,2,4,1,0,4,4,100.0,0,2,0,2,2,7,0,1
Son Jun-ho,MF,Korea Republic,30-213,1992,0.8,3,3,0,3,0,2,2,100.0,0,3,1,2,3,6,0,0
Sorba Thomas,MF,Wales,23-111,1999,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Srđan Babić,DF,Serbia,26-233,1996,0.1,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
Stefan Mitrović,DF,Serbia,32-203,1990,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Stephen Eustáquio,MF,Canada,25-355,1996,1.4,4,2,2,2,0,1,3,33.3,2,0,0,0,2,6,6,0
Steve Mandanda,GK,France,37-258,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Steven Berghuis,MF,Netherlands,30-357,1991,2.2,2,1,1,0,1,1,2,50.0,1,1,0,1,0,2,0,0
Steven Bergwijn,FW,Netherlands,25-064,1997,2.4,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,0,0
Steven Vitória,DF,Canada,35-334,1987,3.0,3,3,1,2,0,3,3,100.0,0,4,2,2,0,3,7,0
Strahinja Pavlović,DF,Serbia,21-201,2001,2.6,7,2,4,3,0,3,6,50.0,3,6,1,5,1,8,7,0
Sultan Al-Ghanam,DF,Saudi Arabia,28-219,1994,1.4,0,0,0,0,0,0,1,0.0,1,3,1,2,2,2,3,0
Taha Yassine Khenissi,FW,Tunisia,30-339,1992,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tajon Buchanan,MF,Canada,23-306,1999,2.9,1,1,1,0,0,1,5,20.0,4,3,0,3,3,4,0,0
Takefusa Kubo,FW,Japan,21-190,2001,1.0,1,1,0,1,0,0,0,,0,3,0,3,0,1,0,0
Takehiro Tomiyasu,DF,Japan,24-036,1998,2.1,0,0,0,0,0,0,0,,0,2,2,0,0,0,7,1
Takuma Asano,FW,Japan,28-031,1994,1.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Takumi Minamino,FW,Japan,27-329,1995,0.7,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0
Tarek Salman,DF,Qatar,25-006,1997,0.1,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
Tariq Lamptey,DF,Ghana,22-072,2000,1.1,3,1,3,0,0,3,4,75.0,1,1,1,0,1,4,4,0
Teun Koopmeiners,MF,Netherlands,24-286,1998,2.4,10,5,2,8,0,5,8,62.5,3,2,1,1,4,14,4,0
Theo Hernández,DF,France,25-066,1997,3.9,9,7,6,3,0,4,9,44.4,5,3,1,2,3,12,7,1
Thiago Almada,MF,Argentina,21-229,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Thiago Silva,DF,Brazil,38-080,1984,4.3,3,1,0,2,1,0,0,,0,3,1,2,5,8,6,0
Thibaut Courtois,GK,Belgium,30-214,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Thilo Kehrer,DF,Germany,26-081,1996,0.8,6,2,4,1,1,3,3,100.0,0,1,0,1,3,9,2,0
Thomas Delaney,MF,Denmark,31-099,1991,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Thomas Meunier,DF,Belgium,31-090,1991,2.3,6,6,3,3,0,4,5,80.0,1,1,0,1,2,8,5,0
Thomas Müller,FW,Germany,33-089,1989,2.2,2,2,0,1,1,1,2,50.0,1,4,0,4,1,3,0,0
Thomas Partey,MF,Ghana,29-181,1993,3.0,9,5,8,1,0,4,4,100.0,0,8,2,6,0,9,8,0
Thorgan Hazard,FW,Belgium,29-257,1993,1.2,3,2,2,0,1,0,2,0.0,2,4,0,4,0,3,0,0
Tim Ream,DF,United States,35-067,1987,4.0,4,3,1,3,0,3,3,100.0,0,2,1,1,4,8,12,0
Timothy Castagne,DF,Belgium,27-006,1995,3.0,7,4,6,1,0,4,6,66.7,2,1,0,1,2,9,4,0
Timothy Weah,FW,United States,22-292,2000,3.5,0,0,0,0,0,0,1,0.0,1,5,0,5,0,0,0,0
Toby Alderweireld,DF,Belgium,33-284,1989,3.0,4,2,4,0,0,2,5,40.0,3,3,1,2,0,4,19,0
Trent Alexander-Arnold,DF,England,24-065,1998,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Tyler Adams,MF,United States,23-300,1999,4.0,11,9,7,4,0,3,7,42.9,4,6,0,6,4,15,6,0
Unai Simón,GK,Spain,25-183,1997,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3
Uriel Antuna,FW,Mexico,25-112,1997,0.9,4,3,1,2,1,2,2,100.0,0,1,0,1,0,4,0,0
Vanja Milinković-Savić,GK,Serbia,25-294,1997,3.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Victor Nelsson,DF,Denmark,24-058,1998,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,2,2,1,0
Vincent Aboubakar,FW,Cameroon,30-323,1992,1.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Vincent Janssen,FW,Netherlands,28-179,1994,1.0,2,0,0,1,1,0,1,0.0,1,2,0,2,0,2,1,0
Vinicius Júnior,FW,Brazil,22-152,2000,3.3,3,1,1,1,1,0,2,0.0,2,5,1,4,0,3,0,0
Virgil van Dijk,DF,Netherlands,31-156,1991,5.3,2,1,0,2,0,1,2,50.0,1,8,7,1,4,6,21,0
Vitinha,MF,Portugal,22-301,2000,1.3,3,2,1,1,1,2,4,50.0,2,0,0,0,1,4,1,0
Wahbi Khazri,FW,Tunisia,31-306,1991,0.9,2,0,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
Wajdi Kechrida,DF,Tunisia,27-036,1995,1.2,3,3,3,0,0,1,1,100.0,0,3,1,2,0,3,4,0
Walid Cheddira,FW,Morocco,24-323,1998,0.7,1,0,0,1,0,0,0,,0,0,0,0,0,1,2,0
Walker Zimmerman,DF,United States,29-206,1993,3.1,3,2,3,0,0,3,4,75.0,1,4,3,1,4,7,15,0
Wataru Endo,MF,Japan,29-305,1993,3.4,8,4,4,4,0,3,5,60.0,2,8,3,5,3,11,6,0
Wayne Hennessey,GK,Wales,35-321,1987,1.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Weston McKennie,MF,United States,24-105,1998,3.0,2,1,1,0,1,1,4,25.0,3,4,0,4,0,2,5,0
William Carvalho,MF,Portugal,30-248,1992,2.4,6,5,4,2,0,1,2,50.0,1,2,0,2,0,6,3,0
William Saliba,DF,France,21-262,2001,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Wojciech Szczęsny,GK,Poland,32-237,1990,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Wout Weghorst,FW,Netherlands,30-126,1992,0.7,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Wéverton,GK,Brazil,34-363,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Xavi Simons,FW,Netherlands,19-234,2003,0.1,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Xherdan Shaqiri,FW,Switzerland,31-062,1991,2.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Yahya Attiat Allah,DF,Morocco,27-284,1995,2.0,3,2,3,0,0,2,4,50.0,2,3,0,3,0,3,13,0
Yahya Jabrane,MF,Morocco,31-176,1991,0.2,,0,,,,,,,,,,,0,,,
Yann Sommer,GK,Switzerland,33-359,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yannick Carrasco,FW,Belgium,29-098,1993,1.3,5,4,4,0,1,5,7,71.4,2,2,0,2,1,6,4,0
Yasser Al-Shahrani,DF,Saudi Arabia,30-200,1992,1.0,3,1,0,3,0,1,1,100.0,0,0,0,0,6,9,6,0
Yassine Bounou,GK,Morocco,31-250,1991,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Yassine Meriah,DF,Tunisia,29-162,1993,3.0,4,2,3,0,1,3,8,37.5,5,5,0,5,1,5,20,0
Yeltsin Tejeda,MF,Costa Rica,30-269,1992,3.0,4,2,3,1,0,1,6,16.7,5,7,5,2,1,5,7,0
Youri Tielemans,MF,Belgium,25-218,1997,1.1,3,1,1,2,0,1,1,100.0,0,4,1,3,2,5,0,0
Youssef En-Nesyri,FW,Morocco,25-193,1997,4.3,3,2,2,1,0,0,2,0.0,2,5,0,5,1,4,10,0
Youssef Msakni,MF,Tunisia,32-044,1990,1.9,3,1,1,2,0,0,1,0.0,1,2,1,1,0,3,1,0
Youssouf Fofana,MF,France,23-335,1999,1.2,3,2,1,2,0,0,1,0.0,1,2,0,2,1,4,0,0
Youssouf Sabaly,DF,Senegal,29-281,1993,4.0,6,6,4,1,1,3,5,60.0,2,1,0,1,4,10,9,0
Youssoufa Moukoko,FW,Germany,18-021,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Youstin Salas,DF,Costa Rica,26-177,1996,0.5,5,1,4,1,0,3,7,42.9,4,3,1,2,0,5,1,0
Yuki Soma,FW,Japan,25-289,1997,0.9,2,0,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0
Yunus Musah,MF,United States,20-012,2002,3.8,8,6,4,4,0,1,3,33.3,2,7,0,7,2,10,1,0
Yuto Nagatomo,MF,Japan,36-090,1986,2.3,4,2,1,2,1,1,1,100.0,0,2,0,2,0,4,3,0
Zakaria Aboukhlal,MF,Morocco,22-296,2000,0.6,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0
Álvaro Morata,FW,Spain,30-049,1992,2.1,1,1,1,0,0,1,2,50.0,1,2,1,1,0,1,2,0
Álvaro Zamora,MF,Costa Rica,20-277,2002,0.3,2,0,0,1,1,1,1,100.0,0,0,0,0,1,3,0,0
Ángel Di María,MF,Argentina,34-300,1988,2.5,3,1,2,0,1,1,1,100.0,0,2,0,2,0,3,0,0
Ángelo Preciado,DF,Ecuador,24-296,1998,2.9,7,5,3,3,1,2,4,50.0,2,2,0,2,6,13,4,0
Éder Militão,DF,Brazil,24-327,1998,3.9,7,6,4,1,2,3,4,75.0,1,1,0,1,3,10,5,0
Óscar Duarte,DF,Costa Rica,33-191,1989,3.0,4,2,4,0,0,2,2,100.0,0,3,1,2,6,10,15,0
İlkay Gündoğan,MF,Germany,32-048,1990,2.1,3,1,1,2,0,0,1,0.0,1,2,0,2,1,4,1,0
